graph_id,stress,xing,xangle,iangle,ring
grafo6013.42,136.71136,23.0,10.418133,181.02478,173.22559
grafo6014.44,128.94391,18.0,8.541852,187.93079,163.57687
grafo6015.39,76.53932,3.0,1.5984802,136.97269,89.21057
grafo6016.75,468.03482,48.0,27.749737,298.382,342.0029
grafo6017.62,292.9294,52.0,22.990585,269.9183,323.81915
grafo6018.42,120.41348,16.0,4.999008,176.64299,167.65764
grafo6019.39,77.497734,10.0,4.275531,158.71886,110.56748
grafo6020.39,100.020355,10.0,1.8017604,154.69519,119.45354
grafo6021.50,205.7089,43.0,22.406437,212.53424,241.60374
grafo6022.61,250.15767,39.0,20.95967,258.3471,262.76285
grafo6023.37,83.008484,13.0,5.5831532,166.2442,123.32844
grafo6024.36,71.44506,6.0,2.1515532,141.81038,98.77371
grafo6025.56,245.92003,27.0,11.618817,234.14763,266.8337
grafo6026.39,108.50722,26.0,12.399056,158.3595,169.84282
grafo6027.40,96.7135,19.0,9.438088,155.01768,135.55006
grafo6028.36,49.002884,4.0,2.3766563,135.8329,72.902084
grafo6029.39,108.55868,20.0,10.366942,160.9727,139.17859
grafo6030.59,281.82816,37.0,18.206474,252.13077,277.4497
grafo6031.58,279.02368,54.0,30.048368,255.02524,311.72995
grafo6032.42,57.714283,3.0,1.2066665,163.71652,96.74086
grafo6033.43,82.72021,7.0,3.036301,167.6626,113.04233
grafo6034.60,228.84848,13.0,6.573805,262.21384,206.5664
grafo6035.35,53.462555,7.0,4.349997,143.55942,106.71841
grafo6036.44,123.73227,24.0,11.1191225,193.81786,168.72601
grafo6037.36,107.347275,18.0,8.43306,131.57167,121.88661
grafo6038.53,162.44815,12.0,4.8739295,213.01846,158.76225
grafo6039.46,115.014755,15.0,8.776076,182.95143,152.27739
grafo6040.34,35.217907,0.0,0.0,129.43872,39.638927
grafo6041.76,480.52164,48.0,26.340675,324.33932,361.48315
grafo6042.36,56.546562,4.0,1.8149139,138.56984,76.24126
grafo6043.44,142.85548,35.0,15.004485,186.9203,188.56564
grafo6044.47,111.842285,9.0,2.6227381,185.8649,138.7791
grafo6045.72,315.12564,24.0,13.477893,295.95526,244.08972
grafo6046.41,142.20844,34.0,21.521595,168.65607,166.48193
grafo6047.32,49.769512,1.0,0.079886384,125.33992,53.652714
grafo6048.45,75.69388,12.0,5.2619705,175.61328,135.03745
grafo6049.36,63.87693,7.0,2.7615244,150.6691,90.15512
grafo6050.34,48.747227,3.0,0.8413726,129.35522,65.709435
grafo6051.37,41.717854,2.0,0.48536378,152.56866,77.497696
grafo6052.37,71.69986,13.0,4.5776114,151.99731,118.30969
grafo6053.38,89.91407,13.0,8.807199,147.74931,108.033226
grafo6054.45,144.44185,24.0,12.410116,184.90013,182.68486
grafo6055.43,91.006035,9.0,2.9624078,173.16478,128.19151
grafo6056.39,78.40619,7.0,1.349511,162.62558,107.69499
grafo6057.42,86.885345,10.0,4.681426,164.92648,128.75102
grafo6058.42,100.67371,11.0,3.8843975,167.6741,134.44487
grafo6059.41,52.942028,0.0,0.0,169.9965,92.17538
grafo6060.59,206.15018,14.0,8.228309,244.89226,206.5416
grafo6061.45,104.07854,11.0,3.7505877,171.46947,142.7388
grafo6062.38,90.6525,19.0,8.384413,166.4237,128.26675
grafo6063.43,139.99612,23.0,11.150969,181.92291,166.40376
grafo6064.46,186.28905,55.0,28.65597,196.0788,232.39749
grafo6065.76,480.2472,70.0,31.521425,321.25522,415.90833
grafo6066.36,39.47542,3.0,2.6395314,145.46501,60.392464
grafo6067.36,56.915028,3.0,0.79554415,154.41272,77.65997
grafo6068.72,328.8068,31.0,13.308922,299.60544,270.80426
grafo6069.38,66.10802,2.0,0.32670504,169.73415,93.32001
grafo6070.45,150.2153,23.0,10.258876,169.13077,156.7125
grafo6071.36,54.587547,4.0,1.2733759,128.96169,81.05168
grafo6072.32,47.656925,4.0,1.5403528,122.29651,69.929375
grafo6073.62,255.93352,14.0,4.6135716,257.69168,206.54858
grafo6074.46,93.06758,15.0,9.251311,185.70517,150.79324
grafo6075.36,97.72055,26.0,11.43384,149.51407,141.56165
grafo6076.34,60.06797,5.0,2.0466533,117.775024,94.818016
grafo6077.47,119.53159,3.0,1.1262008,196.11235,119.052025
grafo6078.76,445.62054,46.0,23.83257,321.65195,341.27728
grafo6079.40,102.50017,16.0,8.806651,158.88382,124.95307
grafo6080.62,273.54825,51.0,27.185484,247.80624,284.7466
grafo6081.42,107.73152,15.0,4.29995,163.76819,155.57332
grafo6082.42,130.90468,22.0,10.334913,177.2952,160.35329
grafo6083.76,569.82117,92.0,40.327953,307.46762,478.66888
grafo6084.57,214.07242,32.0,14.956418,233.42891,239.34894
grafo6085.79,480.96475,45.0,22.528957,337.44888,341.24722
grafo6086.33,58.733284,3.0,0.7711908,131.57327,80.864624
grafo6087.39,63.069214,8.0,5.523226,161.73853,86.01701
grafo6088.41,65.06927,3.0,1.5335109,161.16638,83.33592
grafo6089.47,59.40362,2.0,0.75889766,189.36998,91.639366
grafo6090.78,410.67242,24.0,12.992934,328.14426,270.53207
grafo6091.33,29.260117,0.0,0.0,122.82583,49.537025
grafo6092.34,35.660797,0.0,0.0,143.28651,58.823227
grafo6093.36,56.5743,5.0,1.94067,132.0687,85.055664
grafo6094.39,85.38427,3.0,1.2762856,162.04558,81.79373
grafo6095.35,55.994457,8.0,2.0255897,126.647514,102.56445
grafo6096.47,147.57593,14.0,5.819234,190.72244,173.37582
grafo6097.37,55.005978,3.0,0.8580175,137.26843,91.82305
grafo6098.40,62.89852,2.0,1.0404567,173.31938,85.78342
grafo6099.74,381.71747,38.0,22.362162,294.67023,271.8946
grafo6100.34,69.02287,10.0,5.4792056,145.30476,104.19528
grafo6101.36,48.461266,1.0,0.07857592,149.34122,82.57445
grafo6102.33,33.798653,2.0,0.9704002,135.22836,59.54115
grafo6103.41,135.21626,26.0,11.701187,161.45827,178.04672
grafo6104.35,32.67963,2.0,0.10887072,130.01456,61.29711
grafo6105.45,149.84297,38.0,15.351516,187.28549,200.45724
grafo6106.38,74.90784,6.0,3.0750654,158.6144,101.32527
grafo6107.57,231.70064,32.0,18.198757,248.6401,242.58733
grafo6108.38,39.538715,0.0,0.0,171.05461,66.63521
grafo6109.36,68.44022,25.0,8.712399,145.79126,109.89287
grafo6110.62,263.98297,27.0,10.904876,248.26355,238.73834
grafo6111.33,51.18455,4.0,3.237129,118.407974,77.26092
grafo6112.36,54.582237,8.0,4.6333776,140.02065,103.41366
grafo6113.35,28.965614,1.0,0.3980174,145.06064,60.71528
grafo6114.31,50.297005,9.0,2.4914753,122.572075,78.24183
grafo6115.40,69.37413,5.0,3.1780796,168.34746,89.804474
grafo6116.35,80.26663,9.0,3.1349297,140.47667,100.07555
grafo6117.44,79.00637,2.0,0.18800922,187.43027,104.77187
grafo6118.34,63.72555,8.0,2.1926959,141.43861,91.53988
grafo6119.42,73.241615,9.0,5.152472,158.53613,113.82275
grafo6120.43,84.37328,6.0,3.337246,171.27702,116.019035
grafo6121.33,41.76937,2.0,0.4550225,139.77359,81.96055
grafo6122.41,70.36614,6.0,3.5915174,157.93358,102.42887
grafo6123.38,98.26413,14.0,6.236359,151.63348,116.20214
grafo6124.46,168.70876,36.0,21.003227,185.66345,200.35121
grafo6125.53,169.08345,13.0,6.5856,212.05672,160.04762
grafo6126.39,85.67751,9.0,2.4328487,159.09865,110.34791
grafo6127.55,199.77583,38.0,22.67976,218.42726,238.07626
grafo6128.47,169.66602,22.0,10.110535,186.02771,174.34549
grafo6129.45,120.19587,10.0,4.6828117,185.8272,138.26405
grafo6130.52,182.39207,18.0,6.084839,216.28798,180.62434
grafo6131.61,257.69144,33.0,18.300753,259.9274,256.17267
grafo6132.44,133.24658,29.0,12.726683,173.38669,181.83237
grafo6133.39,98.53187,9.0,3.4095478,147.31224,125.26363
grafo6134.45,95.69623,6.0,3.985105,191.55501,134.29956
grafo6135.46,150.37839,35.0,13.417947,182.73732,193.1388
grafo6136.53,249.68008,53.0,25.547869,216.79227,260.62604
grafo6137.39,67.877075,10.0,5.025484,147.97208,94.863205
grafo6138.45,129.85965,23.0,11.464476,179.66615,148.16556
grafo6139.40,94.091736,9.0,3.1360302,154.44885,120.277145
grafo6140.41,83.757545,9.0,3.268569,163.47787,115.62339
grafo6141.42,136.7625,21.0,9.6634035,184.07085,149.76067
grafo6142.40,101.134544,12.0,7.5962973,158.9121,126.41596
grafo6143.39,93.07649,13.0,3.9236445,173.45049,138.87189
grafo6144.43,111.40649,14.0,6.393989,177.56113,140.55118
grafo6145.44,95.47129,4.0,1.7014741,179.07777,123.25308
grafo6146.79,474.62338,48.0,20.666126,319.79663,339.49478
grafo6147.53,176.5248,10.0,2.5624993,222.80496,161.71513
grafo6148.39,97.97306,9.0,2.8942873,160.5302,131.6903
grafo6149.40,87.28273,10.0,5.8903265,172.17706,111.09869
grafo6150.41,87.01231,10.0,5.4366484,172.9497,121.398636
grafo6151.59,177.04031,8.0,2.1412334,239.27357,192.2219
grafo6152.41,97.70064,12.0,5.635598,157.41689,133.42813
grafo6153.39,72.150566,10.0,4.9821153,159.51897,124.08911
grafo6154.44,152.0057,34.0,17.684467,192.68727,189.88025
grafo6155.39,76.77503,5.0,2.6617653,157.03206,104.01721
grafo6156.34,89.48616,11.0,3.6962323,143.52509,113.08918
grafo6157.42,156.82573,48.0,23.514622,162.9452,203.93974
grafo6158.42,61.99891,4.0,1.635521,178.70128,105.36354
grafo6159.52,171.08725,13.0,5.4988437,227.43579,179.01967
grafo6160.49,98.05303,12.0,7.644271,199.21564,119.72148
grafo6161.47,157.46843,36.0,14.733119,191.72057,203.71667
grafo6162.44,124.62065,12.0,5.451552,192.3441,145.30145
grafo6163.37,45.70296,1.0,0.28806892,146.90779,78.294945
grafo6164.41,104.04995,16.0,6.957725,165.4991,132.78882
grafo6165.43,107.47385,12.0,4.8303614,189.98444,128.95488
grafo6166.46,145.54341,24.0,9.7796135,180.43066,178.26045
grafo6167.40,84.8813,13.0,4.8379507,147.51723,134.71376
grafo6168.47,87.01719,3.0,1.0890664,214.97952,93.99155
grafo6169.47,192.30757,44.0,21.169975,177.93275,219.7291
grafo6170.36,52.72296,3.0,0.5872853,147.03464,93.41746
grafo6171.42,115.50763,28.0,10.704441,171.1606,151.76872
grafo6172.41,54.935646,1.0,0.23659508,184.37627,99.59887
grafo6173.62,209.69713,20.0,10.044138,244.30777,186.49759
grafo6174.40,120.079124,35.0,12.796439,169.31302,184.62196
grafo6175.41,52.729877,3.0,3.0837588,181.54329,70.07938
grafo6176.45,126.38018,29.0,15.475907,183.7243,178.79686
grafo6177.52,220.53825,28.0,13.056552,203.46843,203.36243
grafo6178.40,86.16673,12.0,5.172089,170.8984,103.4003
grafo6179.45,85.63908,6.0,1.6851361,181.544,127.14925
grafo6180.41,87.67384,7.0,2.5085607,180.93893,121.42877
grafo6181.40,118.21003,19.0,10.111067,154.74362,157.60364
grafo6182.40,79.6604,9.0,3.9320042,156.87651,111.31973
grafo6183.43,65.80978,4.0,2.530385,163.25085,96.83666
grafo6184.81,541.9419,65.0,34.68964,367.0187,439.85977
grafo6185.51,169.2863,27.0,9.511841,214.11546,190.51843
grafo6186.67,264.92047,17.0,9.314885,292.53946,200.45842
grafo6187.81,485.52817,81.0,48.364952,367.61557,465.22516
grafo6188.44,118.471405,25.0,9.43398,184.87047,165.41505
grafo6189.40,135.4056,28.0,10.462885,171.03108,163.4752
grafo6190.41,93.85699,5.0,1.3658925,150.93144,116.07735
grafo6191.41,120.44813,17.0,10.129444,162.71591,137.2357
grafo6192.41,125.45985,19.0,10.603008,165.46457,147.12267
grafo6193.58,213.37532,29.0,12.761203,250.3609,243.58739
grafo6194.58,213.45914,31.0,13.699661,243.20987,242.90349
grafo6195.40,61.16793,6.0,2.6708355,156.45952,91.56421
grafo6196.42,185.13983,58.0,28.75222,180.14502,223.2902
grafo6197.40,101.965355,14.0,5.2719307,168.61093,143.13745
grafo6198.41,138.7736,29.0,15.593692,175.36751,178.80032
grafo6199.42,100.18163,13.0,4.3564334,182.9091,132.5654
grafo6200.45,94.81229,12.0,5.996747,185.90785,137.70859
grafo6201.53,181.69101,33.0,16.37012,235.60403,199.64075
grafo6202.38,58.521458,5.0,1.6104405,160.34715,87.590294
grafo6203.42,118.708435,26.0,10.814497,157.8249,153.03465
grafo6204.45,135.64528,22.0,9.315138,184.13765,163.1049
grafo6205.42,109.95338,17.0,6.874355,177.72488,142.88503
grafo6206.62,296.54398,63.0,28.082918,267.4327,327.49176
grafo6207.40,101.72281,12.0,4.1788144,164.8128,135.08893
grafo6208.40,89.51725,11.0,4.873189,163.90005,121.98207
grafo6209.43,96.35505,12.0,6.2400403,176.14674,135.36044
grafo6210.49,196.37584,24.0,11.210691,195.3882,192.20747
grafo6211.54,118.597305,5.0,4.1561565,219.95782,139.5644
grafo6212.46,133.37816,41.0,19.110476,196.25912,179.8981
grafo6213.59,340.22665,70.0,39.678097,238.5184,323.8959
grafo6214.39,87.77762,15.0,7.4760413,161.49931,123.94941
grafo6215.38,51.163364,2.0,0.29869133,160.09644,83.62998
grafo6216.45,91.4847,4.0,2.9085512,181.41264,92.33946
grafo6217.37,112.40955,21.0,11.621001,142.271,136.28943
grafo6218.34,53.066944,3.0,2.2466757,143.98427,78.81991
grafo6219.37,57.805782,4.0,1.929745,152.07056,91.76798
grafo6220.36,51.04601,3.0,1.0947495,138.9671,80.97001
grafo6221.53,189.59547,22.0,9.20034,227.92316,178.19582
grafo6222.39,82.779686,6.0,2.0474138,164.63406,112.14939
grafo6223.42,64.83793,2.0,0.98626065,186.39153,89.951546
grafo6224.44,151.6911,23.0,13.675265,182.05634,175.12987
grafo6225.54,204.33519,56.0,28.616678,228.08365,260.11325
grafo6226.82,568.2168,57.0,24.706587,336.58313,424.04688
grafo6227.36,65.969,14.0,8.321674,141.05936,106.0289
grafo6228.46,125.75792,13.0,4.3416567,182.12378,163.18105
grafo6229.44,78.10284,7.0,3.2508233,180.17825,122.104774
grafo6230.52,184.5659,16.0,6.4470134,217.98338,170.52402
grafo6231.39,110.07574,21.0,11.281504,163.46104,138.071
grafo6232.39,89.08831,10.0,5.0283985,150.73096,110.501755
grafo6233.36,65.097786,10.0,6.948681,139.33122,104.421364
grafo6234.39,85.82728,6.0,1.8379385,146.31308,105.63557
grafo6235.45,78.88456,6.0,3.34974,184.42155,105.92276
grafo6236.77,388.65616,24.0,12.439111,326.54562,302.74493
grafo6237.46,75.89021,6.0,1.7367165,192.17404,108.53906
grafo6238.57,290.24567,72.0,37.842873,225.59933,315.14053
grafo6239.56,275.82117,32.0,15.62838,214.36465,231.17328
grafo6240.43,84.478386,7.0,3.9953344,170.68549,109.70317
grafo6241.46,154.45259,19.0,9.5812025,188.42906,162.4213
grafo6242.93,866.7101,132.0,71.43651,415.62778,642.4193
grafo6243.37,118.55056,28.0,14.219933,163.01161,159.78708
grafo6244.39,89.570435,22.0,13.148539,147.17413,131.93385
grafo6245.38,74.25319,5.0,1.3858727,153.12553,105.9638
grafo6246.41,118.283066,18.0,10.468406,170.56413,150.70403
grafo6247.88,562.78375,58.0,32.863304,389.82596,422.50464
grafo6248.39,110.704094,10.0,4.45127,166.40799,119.31022
grafo6249.50,187.56325,29.0,16.833174,204.34947,193.83392
grafo6250.56,160.27094,4.0,2.55599,232.73116,139.06728
grafo6251.49,193.7808,30.0,12.084728,199.88614,211.37057
grafo6252.43,126.804794,26.0,10.384349,185.71234,164.37518
grafo6253.41,51.786697,3.0,0.9720008,154.75581,80.34665
grafo6254.37,65.8069,8.0,4.0937834,157.12787,100.69933
grafo6255.48,147.38104,32.0,16.982546,197.06721,180.62105
grafo6256.41,84.16775,13.0,7.6753426,173.00375,123.26093
grafo6257.42,84.48695,15.0,4.603585,183.03137,141.55402
grafo6258.41,108.81454,18.0,8.912883,161.19524,155.6774
grafo6259.44,149.27861,33.0,12.628257,177.19443,191.29178
grafo6260.44,111.310524,20.0,12.215024,185.30525,149.70177
grafo6261.40,107.535095,24.0,12.184911,162.08122,149.22926
grafo6262.46,128.24886,17.0,8.834145,196.29636,167.22862
grafo6263.44,178.58481,43.0,23.100042,173.11026,204.97081
grafo6264.50,204.70895,53.0,25.79306,203.6724,234.55725
grafo6265.41,121.87285,23.0,12.866324,166.55333,164.1808
grafo6266.44,129.36867,26.0,14.199878,166.62476,161.89886
grafo6267.38,33.50786,0.0,0.0,163.08218,61.723087
grafo6268.57,226.18335,21.0,7.074153,217.156,206.4464
grafo6269.57,225.09793,21.0,7.12023,218.89717,205.72037
grafo6270.42,105.32174,11.0,5.1000805,165.69102,127.0888
grafo6271.44,120.84493,7.0,1.7176301,179.30739,112.11844
grafo6272.67,133.40292,4.0,3.5696175,306.52292,148.56651
grafo6273.43,130.48102,16.0,5.6397967,174.15292,150.09163
grafo6274.48,190.28864,55.0,27.183739,196.71646,235.70534
grafo6275.39,103.33824,16.0,7.430298,156.1696,134.83138
grafo6276.44,120.94463,24.0,15.222265,181.98215,167.18427
grafo6277.42,137.72264,25.0,10.575929,168.80959,177.76837
grafo6278.98,800.4974,75.0,43.583664,412.58823,551.54974
grafo6279.40,91.9287,13.0,5.534046,166.0423,127.28792
grafo6280.65,292.5398,30.0,13.7566185,292.32547,257.8898
grafo6281.56,249.30325,32.0,14.909866,216.13754,225.53929
grafo6282.45,118.373825,14.0,8.4536295,182.59317,143.56433
grafo6283.36,72.387276,8.0,2.0475965,136.93123,96.943825
grafo6284.40,118.27364,19.0,9.940966,151.80879,142.23967
grafo6285.44,99.56782,12.0,5.102806,176.2125,125.30687
grafo6286.41,75.41219,6.0,2.652685,167.91437,114.412254
grafo6287.38,86.46756,13.0,5.513719,150.0201,126.654724
grafo6288.41,110.73153,36.0,16.709585,156.91142,165.27795
grafo6289.48,142.06148,16.0,4.8915505,185.96594,162.47356
grafo6290.43,129.886,23.0,9.005045,181.73903,164.53564
grafo6291.85,591.06226,46.0,20.352337,332.03625,367.33426
grafo6292.74,537.9016,68.0,33.945274,293.77148,403.8616
grafo6293.68,310.7943,61.0,38.376324,300.78537,324.8014
grafo6294.39,118.551544,34.0,15.933847,151.54591,163.6138
grafo6295.45,151.89772,48.0,27.410963,195.28804,188.66705
grafo6296.43,111.794365,20.0,7.8064137,169.02908,140.2789
grafo6297.45,117.50138,20.0,8.282415,183.58836,153.26158
grafo6298.44,160.82979,31.0,13.00953,191.57928,181.58846
grafo6299.39,97.613716,26.0,10.993615,164.08292,131.45204
grafo6300.47,214.05664,61.0,34.069008,193.18713,245.32442
grafo6301.55,160.15579,14.0,5.68619,228.87529,150.61714
grafo6302.38,58.144165,5.0,2.8212051,161.1962,94.69215
grafo6303.45,130.02118,14.0,4.822376,186.11873,161.22559
grafo6304.42,133.81216,15.0,8.481566,179.56624,158.58856
grafo6305.62,238.62268,30.0,21.288618,252.88483,233.14293
grafo6306.42,130.92357,27.0,10.208253,167.90248,164.9556
grafo6307.92,682.9163,79.0,38.510998,383.07245,518.72833
grafo6308.42,117.11879,31.0,14.264974,184.83261,167.70255
grafo6309.41,78.217155,9.0,3.5652792,165.42644,106.113266
grafo6310.42,144.3958,40.0,20.931993,168.09738,189.97604
grafo6311.37,49.09006,2.0,0.44948056,150.03662,68.5484
grafo6312.58,283.7864,47.0,20.762875,230.37488,294.65894
grafo6313.37,38.490353,2.0,0.82334834,160.28984,67.586395
grafo6314.44,100.16257,11.0,2.352556,171.97455,142.08786
grafo6315.60,222.62978,34.0,17.712584,253.19984,251.05617
grafo6316.60,225.31529,36.0,20.987099,262.34006,253.89616
grafo6317.43,171.24315,92.0,41.013885,192.0423,246.44383
grafo6318.43,178.48749,57.0,27.48499,175.82236,225.44824
grafo6319.80,445.26483,43.0,22.072199,350.73343,383.46756
grafo6320.49,104.79496,5.0,2.1247141,199.89964,112.98
grafo6321.54,176.74919,22.0,9.902472,220.65433,195.75438
grafo6322.44,99.84312,20.0,7.941209,190.4451,160.38367
grafo6323.41,96.69508,9.0,4.925385,170.52364,121.05214
grafo6324.37,47.274166,5.0,1.5247428,150.40865,92.01028
grafo6325.42,86.15099,7.0,2.3740418,166.72049,106.00536
grafo6326.56,276.1899,62.0,33.971817,230.91557,299.2974
grafo6327.51,178.98251,23.0,9.9904375,189.72363,184.5782
grafo6328.43,108.52745,5.0,3.0236616,179.01076,124.6706
grafo6329.44,95.93283,10.0,2.9526749,181.84566,130.5526
grafo6330.39,85.22542,10.0,3.7933009,161.97783,123.33785
grafo6331.42,135.85858,34.0,15.637532,180.92545,184.24544
grafo6332.47,146.89172,18.0,8.471577,194.11806,173.78053
grafo6333.42,90.72364,9.0,4.0122647,171.13858,119.24454
grafo6334.84,423.13538,32.0,16.162739,359.98636,330.77533
grafo6335.39,96.07565,22.0,14.921967,157.07333,136.91553
grafo6336.43,140.56894,17.0,6.633698,172.28368,149.53183
grafo6337.39,65.508286,3.0,1.4447839,168.85863,82.17678
grafo6338.56,220.91766,20.0,9.305157,230.986,193.2077
grafo6339.47,156.3062,23.0,9.423103,190.72685,184.79927
grafo6340.37,55.49963,4.0,1.777039,146.04393,86.11347
grafo6341.39,83.14232,14.0,6.2846875,166.64703,125.871895
grafo6342.37,49.420944,2.0,0.4001004,157.14055,78.42296
grafo6343.43,104.4203,14.0,6.6794686,167.50887,130.4945
grafo6344.47,193.21811,32.0,18.572142,197.6488,202.02882
grafo6345.43,113.24686,19.0,11.20965,173.24574,155.90251
grafo6346.43,117.87565,26.0,8.962561,172.89722,171.8344
grafo6347.46,134.51118,25.0,12.467491,172.14279,168.54715
grafo6348.43,126.96791,23.0,16.098019,179.4748,154.80835
grafo6349.56,204.77504,26.0,14.86541,242.1951,207.2386
grafo6350.56,201.26628,26.0,16.169685,236.13138,208.52997
grafo6351.79,463.23212,58.0,26.614214,323.44992,395.91467
grafo6352.44,142.7289,22.0,8.753232,179.90819,159.64674
grafo6354.41,150.1776,27.0,15.041692,160.894,164.12744
grafo6355.41,128.85562,23.0,12.194285,155.41771,152.71837
grafo6356.37,39.654255,1.0,0.027447749,166.81638,79.315155
grafo6357.46,125.763954,15.0,7.4343815,174.36362,153.85391
grafo6358.42,111.87783,21.0,10.716887,164.49811,156.41188
grafo6359.43,95.8737,20.0,6.847602,165.41975,139.85306
grafo6360.40,95.95758,21.0,10.551431,168.58104,144.2094
grafo6361.41,122.24942,23.0,10.490633,163.80513,162.98767
grafo6362.44,117.737946,7.0,2.465258,188.65334,140.37791
grafo6363.48,155.04805,13.0,4.8735256,187.36938,138.50198
grafo6364.45,139.41875,21.0,11.774051,181.69615,152.79605
grafo6365.34,34.073963,1.0,0.12674226,132.35078,64.42643
grafo6366.41,95.39934,10.0,5.8684154,178.97247,120.10984
grafo6367.45,154.14717,43.0,24.12537,185.19214,218.30289
grafo6368.45,118.10593,25.0,13.978945,191.73633,162.30978
grafo6369.56,218.40442,45.0,20.772738,238.9963,274.2638
grafo6370.51,204.23393,65.0,41.16815,195.17955,259.03647
grafo6371.41,106.33233,20.0,8.866782,164.77177,144.62616
grafo6372.43,141.95996,29.0,15.577667,183.14966,178.39868
grafo6373.49,127.95581,8.0,4.181301,209.6202,121.62749
grafo6374.39,89.72883,17.0,7.0927873,160.32542,118.6969
grafo6375.52,239.90565,67.0,31.958815,231.43547,262.13824
grafo6376.48,129.3458,13.0,6.6410947,190.38269,155.69942
grafo6377.42,135.5718,28.0,12.122924,164.20712,173.44426
grafo6378.44,131.73048,23.0,11.885418,172.9177,167.46817
grafo6379.39,66.2833,8.0,3.8709698,160.5359,97.24567
grafo6380.39,86.492325,6.0,1.7018983,166.17587,110.10449
grafo6381.42,87.14208,9.0,3.4874737,188.5915,112.27359
grafo6382.40,102.05888,11.0,5.279734,158.1842,133.68297
grafo6383.49,235.80707,57.0,28.728315,185.67438,253.8381
grafo6384.47,203.0995,58.0,27.728693,184.79176,231.43098
grafo6385.49,160.43245,30.0,15.214984,192.02472,198.4342
grafo6386.52,244.72986,68.0,30.100595,220.38284,264.3104
grafo6387.44,129.70912,23.0,10.7573395,176.73807,163.57445
grafo6388.34,75.95385,8.0,3.2062438,146.10155,108.28666
grafo6389.84,502.73474,30.0,18.153545,377.88547,299.9169
grafo6390.48,207.3852,35.0,14.552782,180.25644,208.56142
grafo6391.43,144.45006,32.0,16.998075,155.7865,171.96793
grafo6392.40,101.13759,23.0,12.586339,157.22234,139.92451
grafo6393.43,147.36055,32.0,19.15735,170.3882,181.78322
grafo6394.67,306.516,31.0,19.638903,284.9165,270.58353
grafo6395.57,227.51312,26.0,11.506525,240.87662,213.00851
grafo6396.45,160.76947,35.0,13.388092,184.64748,190.7952
grafo6397.44,112.84161,17.0,5.7605176,186.15364,139.71904
grafo6398.41,114.32838,13.0,7.475239,170.8186,125.83298
grafo6399.55,220.52846,40.0,21.395758,217.57292,234.73315
grafo6400.45,119.86349,15.0,7.1877904,161.42705,137.46042
grafo6401.45,172.67058,39.0,18.020433,180.10251,193.00938
grafo6402.39,66.19153,7.0,3.5734265,155.90479,102.7213
grafo6403.41,94.33961,15.0,8.448063,145.31136,133.42029
grafo6404.55,157.81334,18.0,12.184516,228.0008,173.3389
grafo6405.55,161.2607,19.0,10.113875,222.76114,178.09425
grafo6406.43,95.02688,13.0,6.712607,176.09117,133.17328
grafo6407.47,131.64891,19.0,10.045394,189.87155,155.39256
grafo6408.47,134.10117,12.0,7.6449766,187.63223,135.86
grafo6409.40,100.246666,15.0,6.319394,154.10986,126.528305
grafo6410.50,135.5879,21.0,11.449466,214.00494,193.02515
grafo6411.45,154.6157,19.0,7.7787175,179.04,162.79869
grafo6412.65,281.21704,27.0,16.141474,276.66638,251.5939
grafo6413.62,288.4161,64.0,29.007729,259.1921,324.14978
grafo6414.84,396.7388,26.0,12.657589,367.0061,296.28986
grafo6415.55,99.541084,3.0,1.1520966,245.15651,99.63707
grafo6416.38,98.28644,21.0,10.194866,140.34047,145.17892
grafo6417.39,68.99915,10.0,5.5768933,153.92992,97.51434
grafo6418.89,754.98224,112.0,53.871895,359.59518,555.3582
grafo6419.45,120.5947,15.0,8.655327,205.87025,160.6335
grafo6420.39,108.97656,21.0,7.7483845,174.34126,152.52658
grafo6421.44,91.32702,8.0,3.6647868,176.56082,122.458626
grafo6422.89,686.0323,67.0,35.652897,372.61786,428.78326
grafo6423.57,217.50377,33.0,15.619842,243.65126,221.32722
grafo6424.78,434.6474,31.0,15.17634,323.5348,313.07837
grafo6425.78,435.7736,32.0,14.716767,325.84344,312.7136
grafo6426.48,105.20855,10.0,4.3377523,191.87314,130.988
grafo6427.44,157.09518,22.0,13.633632,170.96745,180.40082
grafo6428.51,126.80936,12.0,5.907609,207.39104,162.6586
grafo6429.41,122.864136,47.0,25.468603,172.33408,168.95549
grafo6430.71,290.03513,11.0,5.482127,296.76907,214.14143
grafo6431.41,84.70956,6.0,2.6761217,165.26727,118.572266
grafo6432.44,97.385994,4.0,2.3167977,176.0021,128.63145
grafo6433.48,154.73378,19.0,6.6157784,182.26706,175.73225
grafo6434.78,356.55234,26.0,14.795185,334.56116,305.7953
grafo6435.36,83.979836,19.0,8.131239,137.76321,119.4201
grafo6436.74,377.2967,39.0,18.099672,321.43314,319.9001
grafo6437.47,189.36823,48.0,22.228067,182.07051,213.26793
grafo6438.45,118.42336,8.0,1.4463677,186.1899,135.97952
grafo6439.41,100.12957,12.0,7.3778086,166.88509,123.71035
grafo6440.49,123.848656,13.0,4.874926,200.19887,161.4372
grafo6441.41,92.60124,14.0,7.27605,174.60176,126.621925
grafo6442.45,102.001144,11.0,4.110446,178.1811,120.61207
grafo6443.46,149.80434,20.0,8.337259,198.34277,181.04256
grafo6444.64,343.50516,31.0,15.695386,256.49075,273.11316
grafo6445.49,148.24805,15.0,7.1705403,217.75227,158.75845
