graph_id,stress,xing,xangle,iangle,ring
grafo113.28,25.910769,2.0,0.8797217,114.71063,54.32945
grafo114.26,17.055542,0.0,0.0,107.08843,50.37744
grafo115.30,27.07576,0.0,0.0,129.28549,47.37623
grafo116.28,53.14693,7.0,2.6833382,117.786316,90.12717
grafo117.20,11.742404,0.0,0.0,84.07789,30.072723
grafo118.43,119.428154,16.0,6.9947786,176.7128,152.2259
grafo119.24,27.308594,5.0,1.8756582,103.71476,62.943943
grafo120.40,60.604725,1.0,0.5098166,168.2928,75.466125
grafo121.20,20.498915,2.0,0.71675974,87.055695,48.807888
grafo122.12,3.5565612,0.0,0.0,53.747807,13.054086
grafo123.21,22.071003,3.0,1.517884,83.49624,49.570663
grafo124.28,26.780815,1.0,0.28094354,120.48929,46.67814
grafo125.32,35.075714,2.0,0.9091165,136.91432,62.242016
grafo126.22,29.034111,4.0,1.9953271,87.671394,61.027115
grafo127.21,9.769561,0.0,0.0,86.32622,27.860312
grafo128.35,58.502666,5.0,2.9213452,160.7834,92.479225
grafo129.48,109.5391,9.0,6.721816,195.85852,125.45981
grafo130.31,38.89138,2.0,0.7658319,135.531,71.42513
grafo131.23,14.964273,0.0,0.0,93.27854,37.644238
grafo132.21,13.28199,0.0,0.0,88.21436,43.42538
grafo133.16,9.726048,1.0,0.46133405,57.819862,26.851894
grafo134.40,127.697334,19.0,7.9333677,167.69203,143.13438
grafo135.30,43.575035,6.0,3.042431,117.87729,82.722496
grafo136.21,19.36011,3.0,1.4375749,82.056496,46.401512
grafo137.21,35.224415,17.0,8.221992,78.11889,77.96005
grafo138.38,103.008736,10.0,4.4867206,154.85501,120.46021
grafo139.24,13.776096,0.0,0.0,95.065506,43.311226
grafo140.22,10.932201,0.0,0.0,89.94495,27.589682
grafo141.28,24.940252,2.0,0.71334547,117.54742,58.45901
grafo142.33,43.04186,0.0,0.0,152.40901,74.87328
grafo143.29,25.50519,1.0,0.480028,131.47813,47.672726
grafo144.12,3.4389305,0.0,0.0,48.30043,14.056358
grafo145.31,43.35988,4.0,2.21542,121.77668,72.581604
grafo146.22,30.114628,8.0,4.6744757,78.31196,63.629204
grafo147.29,21.918165,0.0,0.0,122.50688,37.565723
grafo148.28,29.893147,3.0,0.689693,119.469955,65.29476
grafo149.41,91.405525,15.0,8.453394,177.53583,136.00584
grafo150.31,29.802279,2.0,1.1395419,130.30042,56.32558
grafo151.33,44.612843,2.0,0.6228474,143.41615,69.654785
grafo152.21,13.4808,1.0,0.008252573,77.09961,37.44705
grafo153.21,32.54583,9.0,3.707981,88.39198,72.920746
grafo154.33,45.806255,2.0,1.0272381,144.36482,62.960484
grafo155.10,2.4595861,0.0,0.0,45.86528,11.43623
grafo156.21,10.982838,0.0,0.0,75.01218,31.857773
grafo157.29,32.22818,2.0,0.78874,118.23148,56.098564
grafo158.21,11.67586,1.0,0.5631879,91.29427,36.229057
grafo159.24,27.721813,1.0,0.5830755,98.25164,47.991432
grafo160.30,38.321365,0.0,0.0,137.73825,72.53096
grafo161.31,56.617397,9.0,3.1373384,122.28931,92.53525
grafo162.24,22.841614,3.0,1.0615419,91.912544,57.728172
grafo163.25,32.97435,17.0,7.954486,91.23894,73.37365
grafo164.22,16.17344,0.0,0.0,97.152695,47.536976
grafo165.30,25.207474,0.0,0.0,124.58509,50.20244
grafo166.10,3.3634188,0.0,0.0,40.365334,11.912356
grafo167.22,15.543833,1.0,0.25481164,97.86018,36.520687
grafo168.31,36.4062,2.0,0.7147311,120.096275,81.18553
grafo169.26,45.800365,15.0,6.7462454,115.95854,87.09509
grafo170.49,140.67807,17.0,10.954677,214.15646,162.11699
grafo171.30,60.61597,13.0,6.535702,113.83937,95.43816
grafo172.30,37.51217,1.0,0.061487276,127.94322,60.37152
grafo173.26,32.344738,1.0,0.036936186,98.23905,51.95759
grafo174.27,15.453186,0.0,0.0,107.112,38.83904
grafo175.23,19.465359,1.0,0.08477396,107.45339,36.328075
grafo176.30,48.222115,4.0,2.8126316,138.73314,84.74891
grafo177.11,4.371607,0.0,0.0,45.99709,15.449277
grafo178.33,48.92979,9.0,2.7632167,138.7738,83.3345
grafo179.35,55.054955,7.0,3.5073419,149.61375,90.791275
grafo180.27,49.409336,14.0,7.848644,104.04544,87.13374
grafo181.29,64.72238,12.0,4.1885743,120.40475,105.153
grafo182.23,21.181849,1.0,0.25918904,101.55361,44.22972
grafo183.28,32.926357,3.0,1.0144236,115.11615,56.749344
grafo184.41,61.213486,1.0,0.16243267,166.85547,85.14316
grafo185.22,19.834614,3.0,1.3745813,87.956566,37.965935
grafo186.30,21.023226,1.0,0.12796886,104.46919,47.420532
grafo187.15,4.259734,0.0,0.0,60.412678,25.356401
grafo188.23,13.663019,0.0,0.0,101.13393,33.04997
grafo189.30,41.376987,1.0,0.54631615,123.14929,75.2898
grafo190.20,18.947393,3.0,1.6624675,78.47689,48.166977
grafo191.21,14.378824,1.0,0.90745604,77.095024,41.62009
grafo192.13,7.8295817,3.0,2.4933476,46.85134,26.200724
grafo193.12,2.070363,0.0,0.0,54.074024,15.924396
grafo194.23,28.972511,3.0,1.1646844,86.084625,64.85182
grafo195.15,13.169417,7.0,2.935588,48.240494,37.52014
grafo196.30,38.741524,3.0,2.0781195,119.58167,64.91083
grafo197.15,5.9246097,0.0,0.0,57.648926,17.66546
grafo198.18,20.237505,6.0,2.2351499,65.05756,50.772583
grafo199.13,7.973134,0.0,0.0,49.35212,28.522738
grafo200.11,4.2471604,0.0,0.0,36.753693,23.205627
grafo201.13,8.4549055,1.0,0.039584454,54.209465,25.338926
grafo202.13,4.490696,0.0,0.0,48.663124,19.087667
grafo203.13,2.203289,0.0,0.0,52.494785,17.933603
grafo204.15,4.7277627,0.0,0.0,63.980274,19.033863
grafo205.30,23.366808,0.0,0.0,126.35481,44.37495
grafo206.12,2.6861458,0.0,0.0,50.85879,14.495192
grafo207.12,4.56891,1.0,0.108140446,43.782413,17.68423
grafo208.38,95.72471,11.0,5.60527,153.35973,106.519554
grafo209.10,1.9691939,0.0,0.0,47.336823,11.436358
grafo210.10,3.1781578,0.0,0.0,43.919804,11.506825
grafo211.14,3.0855458,0.0,0.0,58.65161,18.982422
grafo212.14,4.220473,0.0,0.0,61.937172,18.272095
grafo213.18,8.135935,1.0,0.40751648,69.87326,30.890617
grafo214.22,26.114065,5.0,1.0721103,77.45409,61.409405
grafo215.20,10.115011,0.0,0.0,80.483864,29.09027
grafo216.18,13.147594,1.0,0.17481998,68.03544,33.520798
grafo217.14,8.018998,1.0,0.25170824,50.899094,25.67346
grafo218.17,14.841122,1.0,0.3447288,62.338856,35.170914
grafo219.11,4.2841263,0.0,0.0,39.202396,17.832794
grafo220.13,7.401636,1.0,0.34676716,56.03412,22.90059
grafo221.15,4.028893,0.0,0.0,65.083374,18.262625
grafo222.11,1.7840364,0.0,0.0,45.140118,11.742246
grafo223.12,1.9942378,0.0,0.0,55.885315,12.498221
grafo224.17,5.8925557,0.0,0.0,64.50946,22.992846
grafo225.12,9.217426,3.0,1.4356095,43.631847,29.083689
grafo226.14,7.8355355,1.0,0.5569276,57.30966,24.002733
grafo227.39,74.16173,10.0,5.283247,174.29895,104.613815
grafo228.19,18.28122,2.0,0.32837236,80.14235,42.700905
grafo229.13,2.327867,0.0,0.0,59.51317,13.628921
grafo230.14,9.653064,3.0,1.4670521,48.613697,28.187225
grafo231.12,2.679497,1.0,0.31448174,41.485752,22.612656
grafo232.16,12.232728,3.0,1.1483586,68.03313,28.705532
grafo233.11,2.0708077,0.0,0.0,39.86302,13.654026
grafo234.12,5.058882,1.0,0.100110896,47.067867,21.223022
grafo235.13,3.8588557,0.0,0.0,60.64199,14.504089
grafo236.15,4.932439,0.0,0.0,61.48486,21.680387
grafo237.16,6.8367515,1.0,0.5179602,69.1921,22.475542
grafo238.10,1.2554606,0.0,0.0,34.052868,13.21098
grafo239.15,9.025802,2.0,0.39317095,61.33998,30.138382
grafo240.11,5.6647224,2.0,0.4269377,39.565956,24.997507
grafo241.16,8.842586,0.0,0.0,64.958244,33.32825
grafo242.14,3.6855667,0.0,0.0,59.736176,20.701063
grafo243.28,35.37783,3.0,0.9818362,114.70821,63.811264
grafo244.20,13.410439,1.0,0.5418612,79.5493,38.708237
grafo245.21,8.34247,0.0,0.0,83.85623,30.326317
grafo246.11,2.8719513,0.0,0.0,50.435287,13.117716
grafo247.15,5.994083,0.0,0.0,63.215126,21.517683
grafo248.27,28.28192,4.0,3.00667,107.676544,62.54412
grafo249.22,31.121325,9.0,3.3683052,92.11237,62.295498
grafo250.13,6.9562078,2.0,0.6662701,50.331264,26.695274
grafo251.20,22.60108,2.0,0.35764116,83.50815,47.54861
grafo252.12,1.1243967,0.0,0.0,46.477207,12.137129
grafo253.15,4.4733315,0.0,0.0,61.077065,18.703518
grafo254.10,3.5566435,1.0,0.38346106,41.66698,14.848945
grafo255.14,5.7845426,0.0,0.0,53.161175,23.28338
grafo256.12,4.119994,0.0,0.0,55.078934,12.590162
grafo257.10,1.4788443,0.0,0.0,44.80264,11.474728
grafo258.13,4.7029233,0.0,0.0,44.046497,15.532422
grafo259.12,2.2038364,0.0,0.0,49.674427,12.684184
grafo260.14,4.3718324,0.0,0.0,52.67294,20.428688
grafo261.14,6.791823,0.0,0.0,53.357063,22.184008
grafo262.11,4.349812,0.0,0.0,42.61039,15.5103035
grafo263.11,1.2395797,0.0,0.0,47.071533,11.669588
grafo264.17,11.728728,1.0,0.19218443,53.974327,37.079914
grafo265.10,3.9913363,0.0,0.0,30.9989,14.853743
grafo266.13,3.423939,0.0,0.0,48.09197,16.491978
grafo267.11,2.834504,0.0,0.0,42.489193,12.735231
grafo268.15,5.1179323,0.0,0.0,62.141632,20.585632
grafo269.12,2.8819804,0.0,0.0,50.52602,14.715336
grafo270.20,15.168665,3.0,2.3725915,73.26784,50.70565
grafo271.53,198.7286,13.0,4.9557524,196.76064,160.94662
grafo272.14,4.1371517,0.0,0.0,66.20395,16.689787
grafo273.11,2.9167762,0.0,0.0,45.601612,10.45105
grafo274.17,8.77123,0.0,0.0,76.14465,22.922346
grafo275.16,9.999461,2.0,1.115518,64.29843,27.175938
grafo276.17,15.323278,3.0,1.316057,70.48191,34.34702
grafo277.13,2.9344404,0.0,0.0,43.40313,17.813366
grafo278.12,7.7756815,2.0,0.15126932,42.4514,24.946213
grafo279.16,6.654385,0.0,0.0,62.72518,28.018919
grafo280.11,4.112586,0.0,0.0,38.818954,17.242426
grafo281.14,4.205094,0.0,0.0,58.722813,17.133802
grafo282.14,9.336193,2.0,0.3198623,41.280704,29.294043
grafo283.24,23.567982,2.0,1.4347302,95.96713,48.55826
grafo284.28,45.925526,5.0,2.7209687,121.52155,83.20081
grafo285.14,3.5974576,0.0,0.0,40.41825,25.25867
grafo286.18,8.520704,0.0,0.0,73.510124,29.854692
grafo287.19,11.940657,0.0,0.0,71.82508,38.19028
grafo288.15,8.12322,0.0,0.0,58.77714,24.834002
grafo289.40,70.929726,6.0,2.16782,172.07214,104.42487
grafo290.18,8.1773205,0.0,0.0,81.46524,27.657263
grafo291.20,10.801385,0.0,0.0,89.31556,29.007673
grafo292.16,6.173757,0.0,0.0,68.73922,22.8613
grafo293.17,10.087579,0.0,0.0,65.839836,33.536533
grafo294.21,10.325795,0.0,0.0,88.95828,28.806313
grafo295.15,10.815444,4.0,2.246131,61.45396,33.56639
grafo296.28,38.859673,6.0,2.4105704,110.321205,74.29609
grafo297.15,7.3399534,1.0,0.08320915,56.414047,22.901941
grafo298.20,16.809679,2.0,0.9801647,86.89116,49.470325
grafo299.19,8.315662,0.0,0.0,69.600464,26.140224
grafo300.13,2.256591,0.0,0.0,46.03068,17.912474
grafo301.17,5.99007,0.0,0.0,64.46194,30.901442
grafo302.17,9.422647,1.0,0.5831453,66.76197,28.196222
grafo303.11,2.7110815,0.0,0.0,50.371185,12.789902
grafo304.15,5.6248145,0.0,0.0,58.510605,22.238474
grafo305.16,10.099698,0.0,0.0,55.549026,31.50028
grafo306.18,18.727049,4.0,1.3588114,67.613434,47.494915
grafo307.13,6.895527,0.0,0.0,52.219753,16.257175
grafo308.14,8.04814,2.0,0.95034087,52.84244,33.40481
grafo309.26,35.70712,3.0,0.56257814,100.37534,74.43395
grafo310.14,9.016027,1.0,0.46910837,50.731083,27.321053
grafo311.16,6.7234664,1.0,0.1373662,54.382317,26.160566
grafo312.27,30.20699,2.0,0.4865527,122.07304,67.627785
grafo313.11,0.8719058,0.0,0.0,49.04174,11.031255
grafo314.18,8.745225,0.0,0.0,82.43023,25.906328
grafo315.14,3.1098669,0.0,0.0,58.73859,20.213617
grafo316.11,1.8150436,0.0,0.0,42.485367,14.7971115
grafo317.13,11.263842,4.0,2.6800075,37.72052,32.002697
grafo318.20,19.005032,2.0,0.52852905,82.468636,43.21339
grafo319.26,23.741394,0.0,0.0,122.57291,51.764576
grafo320.35,70.76065,6.0,1.2866533,153.22218,111.4944
grafo321.15,4.694303,0.0,0.0,62.09672,19.17827
grafo322.16,4.1229043,0.0,0.0,67.632324,17.305836
grafo323.15,10.864354,2.0,0.16563979,64.364,33.848408
grafo324.11,2.0265148,0.0,0.0,37.934574,12.794794
grafo325.13,4.9915237,0.0,0.0,55.210175,20.54787
grafo326.14,8.412794,2.0,0.47909385,50.840275,30.072033
grafo327.10,2.6777565,0.0,0.0,45.88749,11.36303
grafo328.10,1.7464153,0.0,0.0,42.382744,11.571068
grafo329.17,6.6391716,0.0,0.0,69.436676,21.86676
grafo330.15,7.550405,1.0,0.16421995,64.27972,24.588833
grafo331.15,6.85107,0.0,0.0,52.26078,24.363604
grafo332.82,452.6832,49.0,23.27354,346.78833,377.5167
grafo333.19,10.923759,0.0,0.0,83.24647,36.519436
grafo334.12,3.7569551,0.0,0.0,41.899704,17.62424
grafo335.13,6.878185,0.0,0.0,51.89759,28.619957
grafo336.21,10.504698,0.0,0.0,84.131294,25.952188
grafo337.15,14.865692,5.0,1.0908751,53.487026,37.76413
grafo338.15,5.640042,0.0,0.0,59.32304,17.250927
grafo339.18,8.250478,0.0,0.0,73.58526,23.171059
grafo340.15,6.444393,0.0,0.0,55.148018,21.046791
grafo341.30,40.28526,5.0,1.9478096,129.05646,78.13597
grafo342.16,5.6265798,0.0,0.0,49.68578,27.864899
grafo343.14,5.5271955,0.0,0.0,58.14048,21.470377
grafo344.36,77.17913,11.0,4.031732,155.91454,114.62784
grafo345.14,4.7267456,0.0,0.0,66.120766,16.828398
grafo346.19,9.497359,1.0,0.68732446,73.72145,31.805727
grafo347.13,2.4455388,0.0,0.0,56.899754,12.809504
grafo348.20,9.130589,0.0,0.0,75.2657,28.538063
grafo349.13,6.5778227,1.0,0.04788533,54.140564,19.838861
grafo350.21,21.220121,3.0,1.3405211,82.38556,49.02809
grafo351.13,2.887009,0.0,0.0,59.262344,18.228163
grafo352.12,2.7299268,0.0,0.0,45.63585,13.978683
grafo353.13,6.0874243,0.0,0.0,55.13411,18.685814
grafo354.12,3.280806,0.0,0.0,52.67607,14.019413
grafo355.14,4.244359,0.0,0.0,63.53193,16.970615
grafo356.19,11.145106,0.0,0.0,68.01962,31.608864
grafo357.14,9.801404,2.0,2.0853772,63.466007,33.467884
grafo358.30,25.925068,1.0,0.47718278,121.54103,65.66914
grafo359.30,34.345627,3.0,1.5558858,121.10795,66.27451
grafo360.17,15.772867,3.0,0.9792246,62.745655,33.238647
grafo361.13,3.8731544,0.0,0.0,50.706802,18.59771
grafo362.19,11.668179,0.0,0.0,84.68317,26.406822
grafo363.10,5.597104,1.0,0.65882796,38.672726,16.367527
grafo364.14,6.2710557,0.0,0.0,66.68889,16.875387
grafo365.40,93.88442,6.0,2.6385744,173.91081,105.03689
grafo366.16,6.0713334,0.0,0.0,66.54644,19.607443
grafo367.14,3.8476233,0.0,0.0,57.69573,16.981413
grafo368.11,4.6441193,1.0,0.029105764,44.831665,17.95643
grafo369.20,18.19511,3.0,1.361243,82.17316,50.107517
grafo370.14,8.938298,2.0,0.2815481,42.956093,27.223404
grafo371.14,4.0955772,0.0,0.0,56.855442,14.450573
grafo372.27,35.856113,3.0,0.79102534,109.807556,57.02729
grafo373.13,8.88411,1.0,0.11459678,42.06609,29.396994
grafo374.18,13.499764,2.0,0.3161075,70.86813,43.044586
grafo375.17,7.5885916,1.0,0.16382027,55.017235,26.776855
grafo376.10,1.5791374,0.0,0.0,47.593178,10.753264
grafo377.13,6.150878,0.0,0.0,42.183296,23.681864
grafo378.14,10.2307,0.0,0.0,58.68467,27.639626
grafo379.15,6.174254,0.0,0.0,64.512474,22.997276
grafo380.21,19.827002,1.0,0.5665091,83.287994,47.533096
grafo381.21,20.970705,1.0,0.0064938227,85.286255,42.099316
grafo382.15,3.8241248,0.0,0.0,52.90748,21.31343
grafo383.12,5.1646805,1.0,0.45242813,46.51671,19.457664
grafo384.19,17.35541,3.0,1.3082396,70.71885,41.783054
grafo385.17,11.362789,2.0,0.1469318,61.289036,35.949093
grafo386.15,15.9256115,6.0,1.8272845,56.125385,43.551006
grafo387.13,7.5033445,0.0,0.0,49.754807,23.661537
grafo388.13,9.537868,1.0,0.04951078,44.406105,24.247974
grafo389.19,21.05281,3.0,0.9075295,74.46387,47.684555
grafo390.13,2.184651,0.0,0.0,49.34295,15.614375
grafo391.15,9.0072,2.0,1.2756989,46.89222,32.487072
grafo392.13,3.5767076,0.0,0.0,51.38431,17.225899
grafo393.13,10.004245,3.0,0.98705155,46.401886,27.866028
grafo394.11,5.4494767,2.0,0.6971781,36.57457,20.141117
grafo395.35,40.82159,3.0,0.3538634,149.90584,91.56546
grafo396.15,4.5117335,0.0,0.0,58.39737,20.383503
grafo397.11,3.9053175,0.0,0.0,43.479027,15.175432
grafo398.26,20.738043,0.0,0.0,113.593834,42.895172
grafo399.15,6.5141826,1.0,0.14375825,55.720272,21.370178
grafo400.16,6.8767247,0.0,0.0,68.19048,22.050817
grafo401.11,2.3353965,0.0,0.0,30.338518,16.937582
grafo402.10,1.3340981,0.0,0.0,45.89704,11.556794
grafo403.14,4.6831684,0.0,0.0,58.143295,20.768147
grafo404.12,2.1223896,0.0,0.0,40.531487,15.911637
grafo405.16,8.215971,1.0,0.29390207,61.819782,25.179094
grafo406.13,7.7996902,1.0,0.22096218,40.949257,22.189562
grafo407.10,1.6183542,0.0,0.0,46.595222,10.537279
grafo408.11,1.641302,0.0,0.0,45.5764,11.77751
grafo409.19,9.7874155,2.0,0.56386524,68.67533,31.929539
grafo410.14,4.2223053,0.0,0.0,51.103664,21.485971
grafo411.16,11.071243,3.0,0.9148396,72.14079,36.62317
grafo412.23,22.139044,2.0,0.43173113,94.79667,49.58732
grafo413.20,15.252887,1.0,0.12285177,72.42447,37.462563
grafo414.14,4.320576,0.0,0.0,56.100876,18.67367
grafo415.17,13.497837,2.0,1.0225108,65.74355,42.817123
grafo416.18,6.9103723,0.0,0.0,71.48247,21.414553
grafo417.13,5.1843176,0.0,0.0,55.604042,16.096182
grafo418.16,8.80901,0.0,0.0,65.395096,27.82316
grafo419.15,4.737248,1.0,0.505246,60.356148,21.510672
grafo420.17,14.656608,4.0,1.7209017,60.920803,40.99239
grafo421.16,13.896977,3.0,1.3818889,62.71374,38.44837
grafo422.17,5.413105,0.0,0.0,65.50252,22.190525
grafo423.19,6.6737156,0.0,0.0,83.74031,29.500698
grafo424.18,9.78312,2.0,1.2666366,71.434204,30.036741
grafo425.13,10.356882,2.0,0.93415177,55.377277,24.91182
grafo426.19,8.2506485,1.0,0.1253303,83.07023,27.085096
grafo427.26,26.64564,5.0,1.5865495,100.624565,59.451992
grafo428.19,12.012113,0.0,0.0,81.63143,34.411743
grafo429.20,27.357897,7.0,4.852393,68.959114,55.546318
grafo430.13,3.4028637,0.0,0.0,53.088562,15.919514
grafo431.13,5.082698,0.0,0.0,52.914757,21.800636
grafo432.19,10.895566,0.0,0.0,76.248924,33.193497
grafo433.21,23.009102,2.0,0.53994215,87.21025,56.54622
grafo434.20,12.689019,1.0,0.29159698,88.637985,35.93123
grafo435.12,3.2314322,0.0,0.0,52.79783,12.797543
grafo436.12,2.4064045,0.0,0.0,52.251034,15.722404
grafo437.12,2.5515885,0.0,0.0,52.063797,16.301338
grafo438.22,24.244923,2.0,0.26287353,85.939,58.485714
grafo439.11,2.1878765,0.0,0.0,42.74837,17.331444
grafo440.13,2.8807254,0.0,0.0,51.12663,17.55714
grafo441.11,2.4167964,0.0,0.0,45.126827,12.453195
grafo442.12,4.80625,0.0,0.0,53.983166,17.369644
grafo443.13,5.7469053,0.0,0.0,52.78,21.17115
grafo444.16,7.7653227,0.0,0.0,72.198135,21.988537
grafo445.22,12.519407,3.0,2.3179562,90.11301,37.651432
grafo446.17,16.739979,5.0,1.9266765,67.33202,42.50424
grafo447.14,2.767692,0.0,0.0,55.4619,19.861431
grafo448.11,1.932092,0.0,0.0,36.80061,12.681846
grafo449.18,16.559685,5.0,2.4531944,66.868355,47.309505
grafo450.35,75.940636,9.0,4.2255917,150.95412,109.29614
grafo451.23,20.815107,0.0,0.0,109.570206,39.56061
grafo452.14,6.018639,0.0,0.0,68.7126,17.005844
grafo453.12,3.1799326,0.0,0.0,52.48653,12.777912
grafo454.17,6.9673557,0.0,0.0,76.1504,22.770483
grafo455.10,1.4258463,0.0,0.0,40.568653,11.897011
grafo456.29,52.28118,6.0,2.6446414,112.70962,79.07371
grafo457.12,4.75116,0.0,0.0,38.444786,20.489801
grafo458.14,8.262331,1.0,0.056102466,51.114925,27.912046
grafo459.17,9.166672,1.0,0.5410316,70.402504,27.684774
grafo460.10,1.5387758,0.0,0.0,45.509094,10.524183
grafo461.10,1.8537855,0.0,0.0,46.390068,11.789867
grafo462.10,1.9886092,0.0,0.0,42.96084,11.5371065
grafo463.15,9.239104,2.0,0.2875407,57.007004,34.489502
grafo464.17,13.57803,0.0,0.0,71.375114,38.769157
grafo465.10,1.6467528,0.0,0.0,44.552704,11.538298
grafo466.10,2.716982,0.0,0.0,40.878925,11.514116
grafo467.15,14.96753,8.0,2.1957004,54.197273,40.422638
grafo468.19,18.725124,9.0,5.1597595,75.27018,55.807816
grafo469.18,7.0796614,1.0,0.023110718,68.71839,28.85814
grafo470.17,6.121683,0.0,0.0,66.00852,25.847624
grafo471.18,8.267215,0.0,0.0,63.774796,22.563032
grafo472.12,2.1292803,0.0,0.0,55.04853,12.452046
grafo473.10,1.8408519,0.0,0.0,44.467163,11.387028
grafo474.10,2.1221452,0.0,0.0,41.60243,11.358589
grafo475.15,8.597314,4.0,1.7504894,62.756664,33.405483
grafo476.19,8.884735,0.0,0.0,85.21708,22.660353
grafo477.13,3.0099504,0.0,0.0,55.7112,16.180464
grafo478.33,48.67532,2.0,0.13377291,144.1654,73.40976
grafo479.17,14.891494,4.0,2.6973004,67.45062,39.857967
grafo480.15,4.5268316,0.0,0.0,61.42357,19.31585
grafo481.80,616.1646,90.0,48.882927,357.63336,494.63736
grafo482.13,8.538882,1.0,0.58548415,51.820065,28.99995
grafo483.15,9.967728,1.0,0.89381546,65.37895,33.465187
grafo484.30,41.774307,2.0,1.1455715,137.28395,80.67315
grafo485.16,8.98502,2.0,1.8571501,63.04924,29.333437
grafo486.13,3.5097406,0.0,0.0,44.36924,20.227613
grafo487.14,6.8098307,1.0,0.20355293,57.288845,19.982725
grafo488.25,18.466452,0.0,0.0,115.66397,47.069675
grafo489.14,6.6337075,0.0,0.0,59.939163,21.017626
grafo490.40,54.880512,1.0,0.31620657,172.22842,82.86139
grafo491.12,2.8140209,0.0,0.0,53.62119,12.651753
grafo492.18,6.4110427,0.0,0.0,75.21913,25.38042
grafo493.12,1.9209017,0.0,0.0,51.773357,14.3860035
grafo494.13,4.3138638,0.0,0.0,40.121113,21.902416
grafo495.20,8.676399,0.0,0.0,86.80402,27.17804
grafo496.15,10.256592,1.0,0.42721173,58.77013,34.10207
grafo497.15,5.153473,1.0,0.70016277,57.1457,22.467144
grafo498.12,5.9943404,0.0,0.0,56.52065,24.19029
grafo499.37,74.561905,8.0,3.6105218,152.59978,112.18899
grafo500.15,11.425904,0.0,0.0,62.589867,29.356018
grafo501.13,3.118116,0.0,0.0,52.51709,13.450747
grafo502.20,13.415991,1.0,0.001706303,82.30762,36.07862
grafo503.11,3.2200272,0.0,0.0,41.308617,18.722181
grafo504.25,19.589872,1.0,0.26531094,93.99176,47.342625
grafo505.13,3.899819,0.0,0.0,59.725746,15.492029
grafo506.43,103.70924,5.0,2.191512,167.95744,125.96242
grafo507.24,11.316468,0.0,0.0,104.14509,32.650658
grafo508.20,8.694793,0.0,0.0,83.70483,29.292383
grafo509.21,19.028751,5.0,1.3870947,87.744484,53.94023
grafo510.13,4.2851324,1.0,0.3658725,50.442505,21.587646
grafo511.13,7.1676846,1.0,0.062306415,52.086876,18.602736
grafo512.16,4.222752,0.0,0.0,60.569904,19.606552
grafo513.10,2.5129042,0.0,0.0,43.61401,11.687645
grafo514.13,4.122431,0.0,0.0,56.447147,14.947628
grafo515.11,2.0178213,0.0,0.0,45.259,13.319245
grafo516.15,6.075712,0.0,0.0,56.265774,21.819532
grafo517.17,12.938928,1.0,0.26072794,61.25364,34.77006
grafo518.15,10.514376,1.0,0.26500645,56.95329,26.968134
grafo519.12,6.3171787,2.0,0.5155301,45.370865,22.48158
grafo520.14,12.6932125,5.0,1.4063604,51.25771,37.19547
grafo521.20,16.19885,0.0,0.0,79.00422,37.977146
grafo522.24,31.646776,1.0,0.3322621,108.95352,64.87078
grafo523.20,14.153402,1.0,0.111432366,85.58445,39.53264
grafo524.14,2.3066852,0.0,0.0,47.29035,17.53643
grafo525.16,11.857625,2.0,1.3847511,64.122856,33.095398
grafo526.12,4.21018,0.0,0.0,40.03215,19.474142
grafo527.17,5.31371,0.0,0.0,67.950584,27.46469
grafo528.18,13.159119,0.0,0.0,78.249245,31.853107
grafo529.16,13.812081,5.0,2.7159917,63.625572,37.02857
grafo530.13,4.169256,0.0,0.0,52.775295,16.986412
grafo531.17,7.4287896,0.0,0.0,66.84791,25.287329
grafo532.11,2.3209262,0.0,0.0,51.549656,12.859564
grafo533.11,2.4775245,0.0,0.0,45.394432,13.844913
grafo534.15,4.019727,0.0,0.0,60.73648,17.363483
grafo535.20,19.549679,4.0,1.6901004,88.31495,48.836468
grafo536.14,8.47885,0.0,0.0,55.700302,17.254646
grafo537.26,36.623917,2.0,0.49698275,106.50137,70.25485
grafo538.18,6.007171,0.0,0.0,64.46936,24.128593
grafo539.22,32.4297,15.0,6.4973464,84.130394,73.89823
grafo540.16,6.7511907,0.0,0.0,67.890526,21.756666
grafo541.10,1.4813364,0.0,0.0,39.24285,11.820582
grafo542.12,4.365059,1.0,0.099302575,45.989155,18.812834
grafo543.12,2.3414063,0.0,0.0,47.861828,14.677287
grafo544.25,23.855667,3.0,1.5857403,108.89378,60.240276
grafo545.23,16.292229,4.0,2.545548,89.35951,43.73043
grafo546.12,4.026532,0.0,0.0,56.49636,14.734048
grafo547.16,4.602626,0.0,0.0,68.91687,19.87583
grafo548.13,1.8484573,0.0,0.0,61.414722,12.823275
grafo549.15,7.068048,2.0,0.75206923,49.838776,25.87992
grafo550.15,7.542312,1.0,0.15541899,57.284897,28.756416
grafo551.23,27.236834,2.0,1.0027392,92.38378,59.611893
grafo552.27,14.8040695,0.0,0.0,107.27951,41.962994
grafo553.16,5.2023783,0.0,0.0,66.67651,19.627647
grafo554.10,2.7217126,0.0,0.0,46.67588,10.754198
grafo555.12,3.020954,0.0,0.0,49.71832,15.475765
grafo556.15,5.907195,0.0,0.0,56.755253,23.777449
grafo557.11,4.328172,0.0,0.0,47.243187,15.3351345
grafo558.15,11.052686,1.0,0.31668,54.79565,29.611572
grafo559.13,3.2075493,0.0,0.0,53.018314,19.45233
